Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4
0.427701750,0,1,1,0,0
0.427702000,0,1,1,1,0
0.427702250,0,1,1,0,0
0.427702500,0,1,1,1,0
0.427702750,0,1,1,0,0
0.427703000,0,1,1,1,0
0.427703250,0,1,1,0,0
0.427703500,0,1,1,1,0
0.427703750,0,1,1,1,1
0.427705750,0,1,1,0,0
0.427706000,0,1,1,1,0
0.427706250,0,1,1,0,0
0.427706500,0,1,1,1,0
0.427706750,0,1,1,0,0
0.427707000,0,1,1,1,0
0.427707250,0,1,1,0,0
0.427707500,0,1,1,1,0
0.427707750,0,1,1,0,0
0.427708000,0,1,1,1,0
0.427708250,0,1,1,0,0
0.427708500,0,1,1,1,0
0.427708750,0,1,1,0,0
0.427709000,0,1,1,1,0
0.427709250,0,1,1,0,0
0.427709500,0,1,1,1,0
0.427709750,0,1,1,1,1
0.427711750,0,1,1,0,0
0.427712000,0,1,1,1,0
0.427712250,0,1,1,0,0
0.427712500,0,1,1,1,0
0.427712750,0,1,1,0,0
0.427713000,0,1,1,1,0
0.427713250,0,1,1,0,0
0.427713500,0,1,1,1,0
0.427713750,0,1,1,0,0
0.427714000,0,1,1,1,0
0.427714250,0,1,1,0,0
0.427714500,0,1,1,1,0
0.427714750,0,1,1,0,0
0.427715000,0,1,1,1,0
0.427715250,0,1,1,0,0
0.427715500,0,1,1,1,0
0.427715750,0,1,1,1,1
0.427717750,0,1,1,0,0
0.427718000,0,1,1,1,0
0.427718250,0,1,1,0,0
0.427718500,0,1,1,1,0
0.427718750,0,1,1,0,0
0.427719000,0,1,1,1,0
0.427719250,0,1,1,0,0
0.427719500,0,1,1,1,0
0.427719750,0,1,1,0,0
0.427720000,0,1,1,1,0
0.427720250,0,1,1,0,0
0.427720500,0,1,1,1,0
0.427720750,0,1,1,0,0
0.427721000,0,1,1,1,0
0.427721250,0,1,1,0,0
0.427721500,0,1,1,1,0
0.427721750,0,1,1,1,1
0.427723750,0,1,1,0,0
0.427724000,0,1,1,1,0
0.427724250,0,1,1,0,0
0.427724500,0,1,1,1,0
0.427724750,0,1,1,0,0
0.427725000,0,1,1,1,0
0.427725250,0,1,1,0,0
0.427725500,0,1,1,1,0
0.427725750,0,1,1,0,0
0.427726000,0,1,1,1,0
0.427726250,0,1,1,0,0
0.427726500,0,1,1,1,0
0.427726750,0,1,1,0,0
0.427727000,0,1,1,1,0
0.427727250,0,1,1,0,0
0.427727500,0,1,1,1,0
0.427727750,0,1,1,1,1
0.427729750,0,1,1,0,0
0.427730000,0,1,1,1,0
0.427730250,0,1,1,0,0
0.427730500,0,1,1,1,0
0.427730750,0,1,1,0,0
0.427731000,0,1,1,1,0
0.427731250,0,1,1,0,0
0.427731500,0,1,1,1,0
0.427731750,0,1,1,0,0
0.427732000,0,1,1,1,0
0.427732250,0,1,1,0,0
0.427732500,0,1,1,1,0
0.427732750,0,1,1,0,0
0.427733000,0,1,1,1,0
0.427733250,0,1,1,0,0
0.427733500,0,1,1,1,0
0.427733750,0,1,1,1,1
0.427735750,0,1,1,0,0
0.427736000,0,1,1,1,0
0.427736250,0,1,1,0,0
0.427736500,0,1,1,1,0
0.427736750,0,1,1,0,0
0.427737000,0,1,1,1,0
0.427737250,0,1,1,0,0
0.427737500,0,1,1,1,0
0.427737750,0,1,1,0,0
0.427738000,0,1,1,1,0
0.427738250,0,1,1,0,0
0.427738500,0,1,1,1,0
0.427738750,0,1,1,0,0
0.427739000,0,1,1,1,0
0.427739250,0,1,1,0,0
0.427739500,0,1,1,1,0
0.427739750,0,1,1,1,1
0.427741750,0,1,1,0,0
0.427742000,0,1,1,1,0
0.427742250,0,1,1,0,0
0.427742500,0,1,1,1,0
0.427742750,0,1,1,0,0
0.427743000,0,1,1,1,0
0.427743250,0,1,1,0,0
0.427743500,0,1,1,1,0
0.427743750,0,1,1,0,0
0.427744000,0,1,1,1,0
0.427744250,0,1,1,0,0
0.427744500,0,1,1,1,0
0.427744750,0,1,1,0,0
0.427745000,0,1,1,1,0
0.427745250,0,1,1,0,0
0.427745500,0,1,1,1,0
0.427745750,0,1,1,1,1
0.427747750,0,1,1,0,0
0.427748000,0,1,1,1,0
0.427748250,0,1,1,0,0
0.427748500,0,1,1,1,0
0.427748750,0,1,1,0,0
0.427749000,0,1,1,1,0
0.427749250,0,1,1,0,0
0.427749500,0,1,1,1,0
0.427749750,0,1,1,0,0
0.427750000,0,1,1,1,0
0.427750250,0,1,1,0,0
0.427750500,0,1,1,1,0
0.427750750,0,1,1,0,0
0.427751000,0,1,1,1,0
0.427751250,0,1,1,0,0
0.427751500,0,1,1,1,0
0.427751750,0,1,1,1,1
0.427753750,0,1,1,0,0
0.427754000,0,1,1,1,0
0.427754250,0,1,1,0,0
0.427754500,0,1,1,1,0
0.427754750,0,1,1,0,0
0.427755000,0,1,1,1,0
0.427755250,0,1,1,0,0
0.427755500,0,1,1,1,0
0.427755750,0,1,1,0,0
0.427756000,0,1,1,1,0
0.427756250,0,1,1,0,0
0.427756500,0,1,1,1,0
0.427756750,0,1,1,0,0
0.427757000,0,1,1,1,0
0.427757250,0,1,1,0,0
0.427757500,0,1,1,1,0
0.427757750,0,1,1,1,1
0.427759750,0,1,1,0,0
0.427760000,0,1,1,1,0
0.427760250,0,1,1,0,0
0.427760500,0,1,1,1,0
0.427760750,0,1,1,0,0
0.427763500,0,1,1,1,0
0.427763750,0,1,1,1,1
0.427765500,0,1,1,0,1
0.427765750,0,1,1,0,0
0.427769500,0,1,1,1,0
0.427769750,0,1,1,1,1
0.427771500,0,1,1,0,1
0.427771750,0,1,1,0,0
0.427774250,0,1,1,1,0
0.427774500,0,1,1,0,0
0.427774750,0,1,1,1,0
0.427775000,0,1,1,0,0
0.427775250,0,1,1,1,0
0.427775500,0,1,1,1,1
0.427777500,0,1,1,0,0
0.427777750,0,1,1,1,0
0.427778000,0,1,1,0,0
0.427778250,0,1,1,1,0
0.427778500,0,1,1,0,0
0.427778750,0,1,1,1,0
0.427779000,0,1,1,0,0
0.427779250,0,1,1,1,0
0.427779500,0,1,1,0,0
0.427779750,0,1,1,1,0
0.427780000,0,1,1,0,0
0.427780250,0,1,1,1,0
0.427780500,0,1,1,0,0
0.427780750,0,1,1,1,0
0.427781000,0,1,1,0,0
0.427781250,0,1,1,1,0
0.427781500,0,1,1,1,1
0.427783500,0,1,1,0,0
0.427783750,0,1,1,1,0
0.427784000,0,1,1,0,0
0.427784250,0,1,1,1,0
0.427784500,0,1,1,0,0
0.427784750,0,1,1,1,0
0.427785000,0,1,1,0,0
0.427785250,0,1,1,1,0
0.427785500,0,1,1,0,0
0.427785750,0,1,1,1,0
0.427786000,0,1,1,0,0
0.427786250,0,1,1,1,0
0.427786500,0,1,1,0,0
0.427786750,0,1,1,1,0
0.427787000,0,1,1,0,0
0.427787250,0,1,1,1,0
0.427787500,0,1,1,1,1
0.427789500,0,1,1,0,0
0.427789750,0,1,1,1,0
0.427790000,0,1,1,0,0
0.427790250,0,1,1,1,0
0.427790500,0,1,1,0,0
0.427790750,0,1,1,1,0
0.427791000,0,1,1,0,0
0.427791250,0,1,1,1,0
0.427791500,0,1,1,0,0
0.427791750,0,1,1,1,0
0.427792000,0,1,1,0,0
0.427792250,0,1,1,1,0
0.427792500,0,1,1,0,0
0.427792750,0,1,1,1,0
0.427793000,0,1,1,0,0
0.427793250,0,1,1,1,0
0.427793500,0,1,1,1,1
0.427795500,0,1,1,0,0
0.427795750,0,1,1,1,0
0.427796000,0,1,1,0,0
0.427796250,0,1,1,1,0
0.427796500,0,1,1,0,0
0.427796750,0,1,1,1,0
0.427797000,0,1,1,0,0
0.427797250,0,1,1,1,0
0.427797500,0,1,1,0,0
0.427797750,0,1,1,1,0
0.427798000,0,1,1,0,0
0.427798250,0,1,1,1,0
0.427798500,0,1,1,0,0
0.427798750,0,1,1,1,0
0.427799000,0,1,1,0,0
0.427799250,0,1,1,1,0
0.427799500,0,1,1,1,1
0.427801500,0,1,1,0,0
0.427801750,0,1,1,1,0
0.427802000,0,1,1,0,0
0.427802250,0,1,1,1,0
0.427802500,0,1,1,0,0
0.427802750,0,1,1,1,0
0.427803000,0,1,1,0,0
0.427803250,0,1,1,1,0
0.427803500,0,1,1,0,0
0.427803750,0,1,1,1,0
0.427804000,0,1,1,0,0
0.427804250,0,1,1,1,0
0.427804500,0,1,1,0,0
0.427804750,0,1,1,1,0
0.427805000,0,1,1,0,0
0.427805250,0,1,1,1,0
0.427805500,0,1,1,1,1
0.427807500,0,1,1,0,0
0.427807750,0,1,1,1,0
0.427808000,0,1,1,0,0
0.427808250,0,1,1,1,0
0.427808500,0,1,1,0,0
0.427808750,0,1,1,1,0
0.427809000,0,1,1,0,0
0.427809250,0,1,1,1,0
0.427809500,0,1,1,0,0
0.427809750,0,1,1,1,0
0.427810000,0,1,1,0,0
0.427810250,0,1,1,1,0
0.427810500,0,1,1,0,0
0.427810750,0,1,1,1,0
0.427811000,0,1,1,0,0
0.427811250,0,1,1,1,0
0.427811500,0,1,1,1,1
0.427813500,0,1,1,0,0
0.427813750,0,1,1,1,0
0.427814000,0,1,1,0,0
0.427814250,0,1,1,1,0
0.427814500,0,1,1,0,0
0.427814750,0,1,1,1,0
0.427815000,0,1,1,0,0
0.427815250,0,1,1,1,0
0.427815500,0,1,1,0,0
0.427815750,0,1,1,1,0
0.427816000,0,1,1,0,0
0.427816250,0,1,1,1,0
0.427816500,0,1,1,0,0
0.427816750,0,1,1,1,0
0.427817000,0,1,1,0,0
0.427817250,0,1,1,1,0
0.427817500,0,1,1,1,1
0.427819500,0,1,1,0,0
0.427819750,0,1,1,1,0
0.427820000,0,1,1,0,0
0.427820250,0,1,1,1,0
0.427820500,0,1,1,0,0
0.427820750,0,1,1,1,0
0.427821000,0,1,1,0,0
0.427821250,0,1,1,1,0
0.427821500,0,1,1,0,0
0.427821750,0,1,1,1,0
0.427822000,0,1,1,0,0
0.427822250,0,1,1,1,0
0.427822500,0,1,1,0,0
0.427822750,0,1,1,1,0
0.427823000,0,1,1,0,0
0.427823250,0,1,1,1,0
0.427823500,0,1,1,1,1
0.427825500,0,1,1,0,0
0.427825750,0,1,1,1,0
0.427826000,0,1,1,0,0
0.427826250,0,1,1,1,0
0.427826500,0,1,1,0,0
0.427826750,0,1,1,1,0
0.427827000,0,1,1,0,0
0.427827250,0,1,1,1,0
0.427827500,0,1,1,0,0
0.427827750,0,1,1,1,0
0.427828000,0,1,1,0,0
0.427828250,0,1,1,1,0
0.427828500,0,1,1,0,0
0.427828750,0,1,1,1,0
0.427829000,0,1,1,0,0
0.427829250,0,1,1,1,0
0.427829500,0,1,1,1,1
0.427831500,0,1,1,0,0
0.427831750,0,1,1,1,0
0.427832000,0,1,1,0,0
0.427832250,0,1,1,1,0
0.427832500,0,1,1,0,0
0.427832750,0,1,1,1,0
0.427833000,0,1,1,0,0
0.427833250,0,1,1,1,0
0.427833500,0,1,1,0,0
0.427833750,0,1,1,1,0
0.427834000,0,1,1,0,0
0.427834250,0,1,1,1,0
0.427834500,0,1,1,0,0
0.427834750,0,1,1,1,0
0.427835000,0,1,1,0,0
0.427835250,0,1,1,1,0
0.427835500,0,1,1,1,1
0.427837500,0,1,1,0,0
0.427837750,0,1,1,1,0
0.427838000,0,1,1,0,0
0.427838250,0,1,1,1,0
0.427838500,0,1,1,0,0
0.427838750,0,1,1,1,0
0.427839000,0,1,1,0,0
0.427839250,0,1,1,1,0
0.427839500,0,1,1,0,0
0.427839750,0,1,1,1,0
0.427840000,0,1,1,0,0
0.427840250,0,1,1,1,0
0.427840500,0,1,1,0,0
0.427840750,0,1,1,1,0
0.427841000,0,1,1,0,0
0.427841250,0,1,1,1,0
0.427841500,0,1,1,1,1
0.427843500,0,1,1,0,0
0.427847250,0,1,1,1,0
0.427847500,0,1,1,1,1
0.427849250,0,1,1,0,1
0.427849500,0,1,1,0,0
0.427853250,0,1,1,1,0
0.427853500,0,1,1,1,1
0.427855250,0,1,1,0,1
0.427855500,0,1,1,0,0
0.427856000,0,1,1,1,0
0.427856250,0,1,1,0,0
0.427856500,0,1,1,1,0
0.427856750,0,1,1,0,0
0.427857000,0,1,1,1,0
0.427857250,0,1,1,0,0
0.427857500,0,1,1,1,0
0.427857750,0,1,1,0,0
0.427858000,0,1,1,1,0
0.427858250,0,1,1,0,0
0.427858500,0,1,1,1,0
0.427858750,0,1,1,0,0
0.427859000,0,1,1,1,0
0.427859250,0,1,1,1,1
0.427861250,0,1,1,0,0
0.427861500,0,1,1,1,0
0.427861750,0,1,1,0,0
0.427862000,0,1,1,1,0
0.427862250,0,1,1,0,0
0.427862500,0,1,1,1,0
0.427862750,0,1,1,0,0
0.427863000,0,1,1,1,0
0.427863250,0,1,1,0,0
0.427863500,0,1,1,1,0
0.427863750,0,1,1,0,0
0.427864000,0,1,1,1,0
0.427864250,0,1,1,0,0
0.427864500,0,1,1,1,0
0.427864750,0,1,1,0,0
0.427865000,0,1,1,1,0
0.427865250,0,1,1,1,1
0.427867250,0,1,1,0,0
0.427867500,0,1,1,1,0
0.427867750,0,1,1,0,0
0.427868000,0,1,1,1,0
0.427868250,0,1,1,0,0
0.427868500,0,1,1,1,0
0.427868750,0,1,1,0,0
0.427869000,0,1,1,1,0
0.427869250,0,1,1,0,0
0.427869500,0,1,1,1,0
0.427869750,0,1,1,0,0
0.427870000,0,1,1,1,0
0.427870250,0,1,1,0,0
0.427870500,0,1,1,1,0
0.427870750,0,1,1,0,0
0.427871000,0,1,1,1,0
0.427871250,0,1,1,1,1
0.427873250,0,1,1,0,0
0.427873500,0,1,1,1,0
0.427873750,0,1,1,0,0
0.427874000,0,1,1,1,0
0.427874250,0,1,1,0,0
0.427874500,0,1,1,1,0
0.427874750,0,1,1,0,0
0.427875000,0,1,1,1,0
0.427875250,0,1,1,0,0
0.427875500,0,1,1,1,0
0.427875750,0,1,1,0,0
0.427876000,0,1,1,1,0
0.427876250,0,1,1,0,0
0.427876500,0,1,1,1,0
0.427876750,0,1,1,0,0
0.427877000,0,1,1,1,0
0.427877250,0,1,1,1,1
0.427879250,0,1,1,0,0
0.427879500,0,1,1,1,0
0.427879750,0,1,1,0,0
0.427880000,0,1,1,1,0
0.427880250,0,1,1,0,0
0.427880500,0,1,1,1,0
0.427880750,0,1,1,0,0
0.427881000,0,1,1,1,0
0.427881250,0,1,1,0,0
0.427881500,0,1,1,1,0
0.427881750,0,1,1,0,0
0.427882000,0,1,1,1,0
0.427882250,0,1,1,0,0
0.427882500,0,1,1,1,0
0.427882750,0,1,1,0,0
0.427883000,0,1,1,1,0
0.427883250,0,1,1,1,1
0.427885250,0,1,1,0,0
0.427885500,0,1,1,1,0
0.427885750,0,1,1,0,0
0.427886000,0,1,1,1,0
0.427886250,0,1,1,0,0
0.427886500,0,1,1,1,0
0.427886750,0,1,1,0,0
0.427887000,0,1,1,1,0
0.427887250,0,1,1,0,0
0.427887500,0,1,1,1,0
0.427887750,0,1,1,0,0
0.427888000,0,1,1,1,0
0.427888250,0,1,1,0,0
0.427888500,0,1,1,1,0
0.427888750,0,1,1,0,0
0.427889000,0,1,1,1,0
0.427889250,0,1,1,1,1
0.427891250,0,1,1,0,0
0.427891500,0,1,1,1,0
0.427891750,0,1,1,0,0
0.427892000,0,1,1,1,0
0.427892250,0,1,1,0,0
0.427892500,0,1,1,1,0
0.427892750,0,1,1,0,0
0.427893000,0,1,1,1,0
0.427893250,0,1,1,0,0
0.427893500,0,1,1,1,0
0.427893750,0,1,1,0,0
0.427894000,0,1,1,1,0
0.427894250,0,1,1,0,0
0.427894500,0,1,1,1,0
0.427894750,0,1,1,0,0
0.427895000,0,1,1,1,0
0.427895250,0,1,1,1,1
0.427897250,0,1,1,0,0
0.427897500,0,1,1,1,0
0.427897750,0,1,1,0,0
0.427898000,0,1,1,1,0
0.427898250,0,1,1,0,0
0.427898500,0,1,1,1,0
0.427898750,0,1,1,0,0
0.427899000,0,1,1,1,0
0.427899250,0,1,1,0,0
0.427899500,0,1,1,1,0
0.427899750,0,1,1,0,0
0.427900000,0,1,1,1,0
0.427900250,0,1,1,0,0
0.427900500,0,1,1,1,0
0.427900750,0,1,1,0,0
0.427901000,0,1,1,1,0
0.427901250,0,1,1,1,1
0.427903250,0,1,1,0,0
0.427903500,0,1,1,1,0
0.427903750,0,1,1,0,0
0.427904000,0,1,1,1,0
0.427904250,0,1,1,0,0
0.427904500,0,1,1,1,0
0.427904750,0,1,1,0,0
0.427905000,0,1,1,1,0
0.427905250,0,1,1,0,0
0.427905500,0,1,1,1,0
0.427905750,0,1,1,0,0
0.427906000,0,1,1,1,0
0.427906250,0,1,1,0,0
0.427906500,0,1,1,1,0
0.427906750,0,1,1,0,0
0.427907000,0,1,1,1,0
0.427907250,0,1,1,1,1
0.427909250,0,1,1,0,0
0.427909500,0,1,1,1,0
0.427909750,0,1,1,0,0
0.427910000,0,1,1,1,0
0.427910250,0,1,1,0,0
0.427910500,0,1,1,1,0
0.427910750,0,1,1,0,0
0.427911000,0,1,1,1,0
0.427911250,0,1,1,0,0
0.427911500,0,1,1,1,0
0.427911750,0,1,1,0,0
0.427912000,0,1,1,1,0
0.427912250,0,1,1,0,0
0.427912500,0,1,1,1,0
0.427912750,0,1,1,0,0
0.427913000,0,1,1,1,0
0.427913250,0,1,1,1,1
0.427915250,0,1,1,0,0
0.427915500,0,1,1,1,0
0.427915750,0,1,1,0,0
0.427916000,0,1,1,1,0
0.427916250,0,1,1,0,0
0.427916500,0,1,1,1,0
0.427916750,0,1,1,0,0
0.427917000,0,1,1,1,0
0.427917250,0,1,1,0,0
0.427917500,0,1,1,1,0
0.427917750,0,1,1,0,0
0.427918000,0,1,1,1,0
0.427918250,0,1,1,0,0
0.427918500,0,1,1,1,0
0.427918750,0,1,1,0,0
0.427919000,0,1,1,1,0
0.427919250,0,1,1,1,1
0.427921250,0,1,1,0,0
0.427921500,0,1,1,1,0
0.427921750,0,1,1,0,0
0.427922000,0,1,1,1,0
0.427922250,0,1,1,0,0
0.427922500,0,1,1,1,0
0.427922750,0,1,1,0,0
0.427923000,0,1,1,1,0
0.427923250,0,1,1,0,0
0.427923500,0,1,1,1,0
0.427923750,0,1,1,0,0
0.427924000,0,1,1,1,0
0.427924250,0,1,1,0,0
0.427924500,0,1,1,1,0
0.427924750,0,1,1,0,0
0.427925000,0,1,1,1,0
0.427925250,0,1,1,1,1
0.427927000,0,1,1,0,1
0.427927250,0,1,1,0,0
0.427931000,0,1,1,1,0
0.427931250,0,1,1,1,1
0.427933000,0,1,1,0,1
0.427933250,0,1,1,0,0
0.427937000,0,1,1,1,0
0.427937250,0,1,1,1,1
0.427939000,0,1,1,0,1
0.427939250,0,1,1,0,0
0.427939750,0,1,1,1,0
0.427940000,0,1,1,0,0
0.427940250,0,1,1,1,0
0.427940500,0,1,1,0,0
0.427940750,0,1,1,1,0
0.427941000,0,1,1,0,0
0.427941250,0,1,1,1,0
0.427941500,0,1,1,0,0
0.427941750,0,1,1,1,0
0.427942000,0,1,1,0,0
0.427942250,0,1,1,1,0
0.427942500,0,1,1,0,0
0.427942750,0,1,1,1,0
0.427943000,0,1,1,1,1
0.427945000,0,1,1,0,0
0.427945250,0,1,1,1,0
0.427945500,0,1,1,0,0
0.427945750,0,1,1,1,0
0.427946000,0,1,1,0,0
0.427946250,0,1,1,1,0
0.427946500,0,1,1,0,0
0.427946750,0,1,1,1,0
0.427947000,0,1,1,0,0
0.427947250,0,1,1,1,0
0.427947500,0,1,1,0,0
0.427947750,0,1,1,1,0
0.427948000,0,1,1,0,0
0.427948250,0,1,1,1,0
0.427948500,0,1,1,0,0
0.427948750,0,1,1,1,0
0.427949000,0,1,1,1,1
0.427951000,0,1,1,0,0
0.427951250,0,1,1,1,0
0.427951500,0,1,1,0,0
0.427951750,0,1,1,1,0
0.427952000,0,1,1,0,0
0.427952250,0,1,1,1,0
0.427952500,0,1,1,0,0
0.427952750,0,1,1,1,0
0.427953000,0,1,1,0,0
0.427953250,0,1,1,1,0
0.427953500,0,1,1,0,0
0.427953750,0,1,1,1,0
0.427954000,0,1,1,0,0
0.427954250,0,1,1,1,0
0.427954500,0,1,1,0,0
0.427954750,0,1,1,1,0
0.427955000,0,1,1,1,1
0.427957000,0,1,1,0,0
0.427957250,0,1,1,1,0
0.427957500,0,1,1,0,0
0.427957750,0,1,1,1,0
0.427958000,0,1,1,0,0
0.427958250,0,1,1,1,0
0.427958500,0,1,1,0,0
0.427958750,0,1,1,1,0
0.427959000,0,1,1,0,0
0.427959250,0,1,1,1,0
0.427959500,0,1,1,0,0
0.427959750,0,1,1,1,0
0.427960000,0,1,1,0,0
0.427960250,0,1,1,1,0
0.427960500,0,1,1,0,0
0.427960750,0,1,1,1,0
0.427961000,0,1,1,1,1
0.427963000,0,1,1,0,0
0.427963250,0,1,1,1,0
0.427963500,0,1,1,0,0
0.427963750,0,1,1,1,0
0.427964000,0,1,1,0,0
0.427964250,0,1,1,1,0
0.427964500,0,1,1,0,0
0.427964750,0,1,1,1,0
0.427965000,0,1,1,0,0
0.427965250,0,1,1,1,0
0.427965500,0,1,1,0,0
0.427965750,0,1,1,1,0
0.427966000,0,1,1,0,0
0.427966250,0,1,1,1,0
0.427966500,0,1,1,0,0
0.427966750,0,1,1,1,0
0.427967000,0,1,1,1,1
0.427969000,0,1,1,0,0
0.427969250,0,1,1,1,0
0.427969500,0,1,1,0,0
0.427969750,0,1,1,1,0
0.427970000,0,1,1,0,0
0.427970250,0,1,1,1,0
0.427970500,0,1,1,0,0
0.427970750,0,1,1,1,0
0.427971000,0,1,1,0,0
0.427971250,0,1,1,1,0
0.427971500,0,1,1,0,0
0.427971750,0,1,1,1,0
0.427972000,0,1,1,0,0
0.427972250,0,1,1,1,0
0.427972500,0,1,1,0,0
0.427972750,0,1,1,1,0
0.427973000,0,1,1,1,1
0.427975000,0,1,1,0,0
0.427975250,0,1,1,1,0
0.427975500,0,1,1,0,0
0.427975750,0,1,1,1,0
0.427976000,0,1,1,0,0
0.427976250,0,1,1,1,0
0.427976500,0,1,1,0,0
0.427976750,0,1,1,1,0
0.427977000,0,1,1,0,0
0.427977250,0,1,1,1,0
0.427977500,0,1,1,0,0
0.427977750,0,1,1,1,0
0.427978000,0,1,1,0,0
0.427978250,0,1,1,1,0
0.427978500,0,1,1,0,0
0.427978750,0,1,1,1,0
0.427979000,0,1,1,1,1
0.427981000,0,1,1,0,0
0.427981250,0,1,1,1,0
0.427981500,0,1,1,0,0
0.427981750,0,1,1,1,0
0.427982000,0,1,1,0,0
0.427982250,0,1,1,1,0
0.427982500,0,1,1,0,0
0.427982750,0,1,1,1,0
0.427983000,0,1,1,0,0
0.427983250,0,1,1,1,0
0.427983500,0,1,1,0,0
0.427983750,0,1,1,1,0
0.427984000,0,1,1,0,0
0.427984250,0,1,1,1,0
0.427984500,0,1,1,0,0
0.427984750,0,1,1,1,0
0.427985000,0,1,1,1,1
0.427987000,0,1,1,0,0
0.427987250,0,1,1,1,0
0.427987500,0,1,1,0,0
0.427987750,0,1,1,1,0
0.427988000,0,1,1,0,0
0.427988250,0,1,1,1,0
0.427988500,0,1,1,0,0
0.427988750,0,1,1,1,0
0.427989000,0,1,1,0,0
0.427989250,0,1,1,1,0
0.427989500,0,1,1,0,0
0.427989750,0,1,1,1,0
0.427990000,0,1,1,0,0
0.427990250,0,1,1,1,0
0.427990500,0,1,1,0,0
0.427990750,0,1,1,1,0
0.427991000,0,1,1,1,1
0.427993000,0,1,1,0,0
0.427993250,0,1,1,1,0
0.427993500,0,1,1,0,0
0.427993750,0,1,1,1,0
0.427994000,0,1,1,0,0
0.427994250,0,1,1,1,0
0.427994500,0,1,1,0,0
0.427994750,0,1,1,1,0
0.427995000,0,1,1,0,0
0.427995250,0,1,1,1,0
0.427995500,0,1,1,0,0
0.427995750,0,1,1,1,0
0.427996000,0,1,1,0,0
0.427996250,0,1,1,1,0
0.427996500,0,1,1,0,0
0.427996750,0,1,1,1,0
0.427997000,0,1,1,1,1
0.427999000,0,1,1,0,0
0.427999250,0,1,1,1,0
0.427999500,0,1,1,0,0
0.427999750,0,1,1,1,0
0.428000000,0,1,1,0,0
0.428000250,0,1,1,1,0
0.428000500,0,1,1,0,0
0.428000750,0,1,1,1,0
0.428001000,0,1,1,0,0
0.428001250,0,1,1,1,0
0.428001500,0,1,1,0,0
0.428001750,0,1,1,1,0
0.428002000,0,1,1,0,0
0.428002250,0,1,1,1,0
0.428002500,0,1,1,0,0
0.428002750,0,1,1,1,0
0.428003000,0,1,1,1,1
0.428005000,0,1,1,0,0
0.428005250,0,1,1,1,0
0.428005500,0,1,1,0,0
0.428005750,0,1,1,1,0
0.428006000,0,1,1,0,0
0.428006250,0,1,1,1,0
0.428006500,0,1,1,0,0
0.428006750,0,1,1,1,0
0.428007000,0,1,1,0,0
0.428007250,0,1,1,1,0
0.428007500,0,1,1,0,0
0.428007750,0,1,1,1,0
0.428008000,0,1,1,0,0
0.428008250,0,1,1,1,0
0.428008500,0,1,1,0,0
0.428008750,0,1,1,1,0
0.428009000,0,1,1,1,1
0.428010750,0,1,1,0,1
0.428011000,0,1,1,0,0
0.428014750,0,1,1,1,0
0.428015000,0,1,1,1,1
0.428016750,0,1,1,0,1
0.428017000,0,1,1,0,0
0.428020750,0,1,1,1,0
0.428021000,0,1,1,1,1
0.428022750,0,1,1,0,0
0.428023000,0,1,1,1,0
0.428023250,0,1,1,0,0
0.428023500,0,1,1,1,0
0.428023750,0,1,1,0,0
0.428024000,0,1,1,1,0
0.428024250,0,1,1,0,0
0.428024500,0,1,1,1,0
0.428024750,0,1,1,0,0
0.428025000,0,1,1,1,0
0.428025250,0,1,1,0,0
0.428025500,0,1,1,1,0
0.428025750,0,1,1,0,0
0.428026000,0,1,1,1,0
0.428026250,0,1,1,0,0
0.428026500,0,1,1,1,0
0.428026750,0,1,1,1,1
0.428028750,0,1,1,0,0
0.428029000,0,1,1,1,0
0.428029250,0,1,1,0,0
0.428029500,0,1,1,1,0
0.428029750,0,1,1,0,0
0.428030000,0,1,1,1,0
0.428030250,0,1,1,0,0
0.428030500,0,1,1,1,0
0.428030750,0,1,1,0,0
0.428031000,0,1,1,1,0
0.428031250,0,1,1,0,0
0.428031500,0,1,1,1,0
0.428031750,0,1,1,0,0
0.428032000,0,1,1,1,0
0.428032250,0,1,1,0,0
0.428032500,0,1,1,1,0
0.428032750,0,1,1,1,1
0.428034750,0,1,1,0,0
0.428035000,0,1,1,1,0
0.428035250,0,1,1,0,0
0.428035500,0,1,1,1,0
0.428035750,0,1,1,0,0
0.428036000,0,1,1,1,0
0.428036250,0,1,1,0,0
0.428036500,0,1,1,1,0
0.428036750,0,1,1,0,0
0.428037000,0,1,1,1,0
0.428037250,0,1,1,0,0
0.428037500,0,1,1,1,0
0.428037750,0,1,1,0,0
0.428038000,0,1,1,1,0
0.428038250,0,1,1,0,0
0.428038500,0,1,1,1,0
0.428038750,0,1,1,1,1
0.428040750,0,1,1,0,0
0.428041000,0,1,1,1,0
0.428041250,0,1,1,0,0
0.428041500,0,1,1,1,0
0.428041750,0,1,1,0,0
0.428042000,0,1,1,1,0
0.428042250,0,1,1,0,0
0.428042500,0,1,1,1,0
0.428042750,0,1,1,0,0
0.428043000,0,1,1,1,0
0.428043250,0,1,1,0,0
0.428043500,0,1,1,1,0
0.428043750,0,1,1,0,0
0.428044000,0,1,1,1,0
0.428044250,0,1,1,0,0
0.428044500,0,1,1,1,0
0.428044750,0,1,1,1,1
0.428046750,0,1,1,0,0
0.428047000,0,1,1,1,0
0.428047250,0,1,1,0,0
0.428047500,0,1,1,1,0
0.428047750,0,1,1,0,0
0.428048000,0,1,1,1,0
0.428048250,0,1,1,0,0
